Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Atlas project key),Custom field (Atlas project status),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Level),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Total forms),Custom field ([CHART] Date of First Response),Comment,Parent,Parent summary,Status Category
NC28 - Verify Customer Email - Email ID is not valid,NNB-44,10043,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:00 PM,18/Sep/23 9:51 PM,26/Sep/23 8:22 AM,14/Sep/23 6:16 PM,,0,Email field must contain a valid email address format.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 5:09 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1237).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10056,,,The system/page display the expect error message.,,,,,,,,,,,NNB-6,New Customer,,,"An error message should be displayed, indicating that the Email field does not contain a valid email address.",,,,,0|i0009j:,,NNB Sprint 2,,,,,,,,,,Unit,"1. Open the web.
2. Locate the Email field.
3. Enter an invalid email address format, e.g., ""invalid-email.""
4. Tab for next step.",Pass,,,,10005,New Customer,Done
NC27 - Verify Customer Email - Email ID must not be blank,NNB-43,10042,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:00 PM,18/Sep/23 9:51 PM,26/Sep/23 8:22 AM,14/Sep/23 6:16 PM,,0,Email Id field must not be blank.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 5:08 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1236).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10055,,,The system/page display the expected error message.,,,,,,,,,,,NNB-6,New Customer,,,"An error message should be displayed, indicating that the Email field is required.",,,,,0|i0009b:,,NNB Sprint 2,,,,,,,,,,Unit,"1. Open the web.
2. Locate the Email field.
3. Leave the Email field blank.
4. Tab for next step.",Pass,,,,10005,New Customer,Done
NC26 - Verify Customer Telephone Number - First character can not have space,NNB-42,10041,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 7:59 PM,18/Sep/23 9:51 PM,26/Sep/23 8:22 AM,,,0,The Telephone Number field must not have a space as the first character.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,16/Sep/23 9:50 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1259).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10088,,,The system displayed the expected error message.,,,,,,,,,,,NNB-6,New Customer,,,"An error message should be displayed, indicating that the Telephone Number cannot start with a space.",,,,,0|i00093:,,NNB Sprint 2,,,,,,,,,,Unit,"1. Open the web.
2. Locate the Telephone Number field.
3. Enter a telephone number that starts with a space, e.g., "" 1234567890.""
4. Tab for next step.",Pass,,,,10005,New Customer,Done
NC25 - Verify Customer Telephone Number  – Character are not allowed,NNB-41,10040,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 7:59 PM,18/Sep/23 9:51 PM,26/Sep/23 8:22 AM,14/Sep/23 6:17 PM,,0,Telephone Number field must not contain characters.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 5:03 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1232).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10052,,,The page displayed the expected error.,,,,,,,,,,,NNB-6,New Customer,,,"An error message should be displayed, indicating that characters are not allowed in the Telephone Number field.",,,,,0|i0008v:,,NNB Sprint 2,,,,,,,,,,Unit,"1. Open the web.
2. Locate the Telephone Number field.
3. Attempt to input characters (e.g., ""abc"") into the Telephone Number field.
4. Tab for next step.",Pass,,,,10005,New Customer,Done
NC24 - Verify Customer Telephone Number  – Special character are not allowed,NNB-40,10039,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 7:59 PM,18/Sep/23 9:51 PM,26/Sep/23 8:22 AM,14/Sep/23 6:17 PM,,0,Telephone Number field must not contain special characters.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 4:59 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1231).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10051,,,The system displayed the expected error message.,,,,,,,,,,,NNB-6,New Customer,,,"An error message should be displayed, indicating that special characters are not allowed in the Telephone Number field.",,,,,0|i0008n:,,NNB Sprint 2,,,,,,,,,,Unit,"1. Open the web.
2. Locate the Telephone Number field.
3. Attempt to input special characters (e.g., @#$%) into the Telephone Number field.
4.  Tab for next step.",Pass,,,,10005,New Customer,Done
NC23 - Verify Customer Telephone Number – Mobile no must not be blank,NNB-39,10038,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 7:58 PM,18/Sep/23 9:52 PM,26/Sep/23 8:22 AM,14/Sep/23 6:17 PM,,0,Telephone Number (Mobile) field must not be blank.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 4:58 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1230).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10050,,,The page displayed the expected error message,,,,,,,,,,,NNB-6,New Customer,,,"An error message should be displayed, indicating that the Telephone Number (Mobile) field is required.",,,,,0|i0008f:,,NNB Sprint 2,,,,,,,,,,Unit,"1. Open the web.
2. Locate the Telephone Number (Mobile) field.
3. Leave the Telephone Number (Mobile) field blank.
4. Tab for next step.",Pass,,,,10005,New Customer,Done
NC22 - Verify Customer Pin - First character can not have space,NNB-38,10037,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 7:58 PM,18/Sep/23 9:52 PM,26/Sep/23 8:22 AM,,,0,"Verify that the customer form correctly validates and displays an error message when a space is entered as the first character in the ""Pin"" field.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,16/Sep/23 9:48 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1258).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10087,,,The system showed the expected error message.,,,,,,,,,,,NNB-6,New Customer,,,"-The system should prevent the entry of a space as the first character and should not allow the form to proceed with the incorrect data.
-An error message should be displayed near the ""Pin"" field, indicating that the first character cannot be a space.",,,,,0|i00087:,,NNB Sprint 2,,,,,,,,,,Unit,"1. Open the web.
2. Locate the PIN field.
3. Enter a PIN with space as the first character in the ""Pin"" field.
4. Tab for next step.",Pass,,,,10005,New Customer,Done
NCT21 - Verify Customer Pin – PIN Code must have 6 Digits,NNB-37,10036,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 7:57 PM,18/Sep/23 9:52 PM,26/Sep/23 8:22 AM,14/Sep/23 6:18 PM,,0,"Verify that the customer form correctly validates and displays an error message when the ""Pin"" field does not contain exactly 6 digits.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 2:22 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-072203.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10044,,,"The system  prevent the submission of the form and display an error message indicating that exactly 6 digits are required in the ""PIN Code"" field.",,,,,,,,,,,NNB-6,New Customer,,,"The system should prevent the submission of the form and should display an error message indicating that exactly 6 digits are required in the ""PIN Code"" field.",,,,,0|i0007z:,,NNB Sprint 2,,,,,,,,,,Unit,"1. Open the web.
2. Locate the PIN field.
3. Enter a PIN with fewer than 6 digits in the ""Pin"" field.
4. Tab for next step.",Pass,,,,10005,New Customer,Done
NC20 - Verify Customer Pin – Special characters are not allowed,NNB-36,10035,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 7:56 PM,18/Sep/23 9:52 PM,26/Sep/23 8:22 AM,14/Sep/23 6:18 PM,,0,"Verify that the customer form correctly validates and displays an error message when special characters are entered in the ""Pin"" field.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 2:20 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-072046.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10043,,,"An error message displayed near the ""Pin"" field, indicating that special characters are not allowed. ",,,,,,,,,,,NNB-6,New Customer,,,"-The system should prevent the entry of special characters and should not allow the form to proceed with the incorrect data.
-An error message should be displayed near the ""Pin"" field, indicating that special characters are not allowed. ",,,,,0|i0007r:,,NNB Sprint 2,,,,,,,,,,Unit,"1. Open the web.
2. Locate the PIN field.
3. Enter a PIN with special characters in the ""Pin"" field.
4. Tab for next step.",Pass,,,,10005,New Customer,Done
NC19 - Verify Customer Pin - PIN Code must not be blank,NNB-35,10034,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 7:55 PM,18/Sep/23 9:52 PM,26/Sep/23 8:22 AM,14/Sep/23 6:18 PM,,0,"Verify that the customer form correctly validates and displays an error message when the ""Pin"" field is left blank.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 2:18 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-071839.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10042,,,The system displayed the expected error message.,,,,,,,,,,,NNB-6,New Customer,,,"The system should prevent the submission of the form when the ""Pin"" field is left blank and should display an error message indicating that the ""PIN Code"" must not be blank.",,,,,0|i0007j:,,NNB Sprint 2,,,,,,,,,,Unit,"1. Open the web.
2. Locate the PIN field.
3. Leave the PIN field blank.
4. Tab for next step.",Pass,,,,10005,New Customer,Done
NC18 - Verify Customer Pin - Characters are not allowed,NNB-34,10033,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 7:55 PM,18/Sep/23 9:52 PM,26/Sep/23 8:22 AM,14/Sep/23 6:18 PM,,0,"Verify that the customer form correctly validates and displays an error message when characters are entered in the ""Pin"" field.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 2:17 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-071704.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10041,,,"An error message should be displayed near the ""Pin"" field, indicating that characters are not allowed.",,,,,,,,,,,NNB-6,New Customer,,,"-The system should prevent the entry of characters and should not allow the form to proceed with the incorrect data.
-An error message should be displayed near the ""Pin"" field, indicating that characters are not allowed.",,,,,0|i0007b:,,NNB Sprint 1,,,,,,,,,,Unit," Enter characters in the ""Pin"" field.",Pass,,,,10005,New Customer,Done
NC17.1 - Verify Customer State – First character cannot have space,NNB-33,10032,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 7:55 PM,18/Sep/23 9:52 PM,26/Sep/23 8:22 AM,14/Sep/23 6:18 PM,,0,"Verify that the customer form correctly validates and displays an error message when a space is entered as the first character in the ""State"" field.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 2:13 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-071329.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10040,,,"An error message  displayed near the ""State"" field, indicating that the first character cannot be a space. ",,,,,,,,,,,NNB-6,New Customer,,,"-The system should prevent the entry of a space as the first character and should not allow the form to proceed with the incorrect data.
-An error message should be displayed near the ""State"" field, indicating that the first character cannot be a space. ",,,,,0|i00073:,,NNB Sprint 1,,,,,,,,,,Unit," Enter a state name with a space as the first character in the ""State"" field.",Pass,,,,10005,New Customer,Done
NC17  - Verify Customer State – Special characters are not allowed,NNB-32,10031,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 7:55 PM,18/Sep/23 9:52 PM,26/Sep/23 8:22 AM,14/Sep/23 6:18 PM,,0,"Verify that the customer form correctly validates and displays an error message when special characters are entered in the ""State"" field.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 2:12 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-071240.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10039,,,"An error message should be displayed near the ""State"" field, indicating that special characters are not allowed.",,,,,,,,,,,NNB-6,New Customer,,,"-The system should prevent the entry of special characters and should not allow the form to proceed with the incorrect data.
-An error message should be displayed near the ""State"" field, indicating that special characters are not allowed.",,,,,0|i0006v:,,NNB Sprint 1,,,,,,,,,,Unit,"Enter a state name with special characters in the ""State"" field.",Pass,,,,10005,New Customer,Done
NC16 - Verify Customer State - State must not be blank,NNB-31,10030,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 7:54 PM,18/Sep/23 9:52 PM,26/Sep/23 8:22 AM,14/Sep/23 6:18 PM,,0,"Verify that the customer form correctly validates and displays an error message when the ""State"" field is left blank.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 2:09 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-070925.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10038,,,"The system prevent the submission of the form when the ""State"" field is left blank and display an error message indicating that the ""State"" must not be blank.",,,,,,,,,,,NNB-6,New Customer,,,"The system should prevent the submission of the form when the ""State"" field is left blank and should display an error message indicating that the ""State"" must not be blank.",,,,,0|i0006n:,,NNB Sprint 1,,,,,,,,,,Unit,"Leave the ""State"" field blank.",Pass,,,,10005,New Customer,Done
NC15 - Verify Customer State - Numbers are not allowed,NNB-30,10029,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 7:54 PM,18/Sep/23 9:54 PM,26/Sep/23 8:22 AM,14/Sep/23 6:18 PM,,0,State field must not contain numbers and must not be blank.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 11:53 AM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1215).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10015,,,The application displayed the expected error message for a State field containing numbers and for a blank State field.,,,,,,,,,,,NNB-9,New Account,,,"An error message should be displayed, indicating that numbers are not allowed in the State field, and the State field is required.",,,,,0|i0006f:,,NNB Sprint 1,,,,,,,,,,System,"1. Open the application.
2. Navigate to the Address section.
3. Enter a state value that contains numbers, e.g., ""California123.""
4. Attempt to submit the form.",Pass,,,,10008,New Account,Done
NC14 - Verify Customer City - First character can not have space,NNB-29,10028,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 11:25 AM,18/Sep/23 9:54 PM,26/Sep/23 8:22 AM,14/Sep/23 6:18 PM,,0,City field first character cannot be a space.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 11:56 AM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1216).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10016,,,The application displayed the error message for the spaced City field.,,,,,,,,,,,NNB-6,New Customer,,,"An error message should be displayed, indicating the error required.",,,,,0|i00067:,,NNB Sprint 1,,,,,,,,,,System,"1. Open the application.
2. Navigate to the Address section.
3. Enter a space first in City field.
4. Attempt to submit the form.",Pass,,,,10005,New Customer,Done
NC13 - Verify Customer City – Numbers are not allowed,NNB-28,10027,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 11:25 AM,18/Sep/23 9:54 PM,26/Sep/23 8:22 AM,14/Sep/23 6:18 PM,,0,City field must not contain numbers.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 12:02 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1217).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10017,,,The application displayed the expected error message for a City field containing numbers.,,,,,,,,,,,NNB-6,New Customer,,,"An error message should be displayed, indicating that numbers are not allowed in the City field.",,,,,0|i0005z:,,NNB Sprint 1,,,,,,,,,,System,"1. Open the application.
2. Navigate to the Address section.
3. Enter a city value that contains numbers, e.g., ""New York123.""
4. Attempt to submit the form.",Pass,,,,10005,New Customer,Done
NC12 - Verify Customer City - City Field must not be blank,NNB-27,10026,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 11:25 AM,18/Sep/23 9:54 PM,26/Sep/23 8:22 AM,14/Sep/23 6:18 PM,,0,"Verify that the customer form correctly validates and displays an error message when the ""City"" field is left blank.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 2:05 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-070458.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10037,,,"The system  prevent the submission of the form when the ""City"" field is left blank and  display an error message indicating that the ""City"" must not be blank.",,,,,,,,,,,NNB-6,New Customer,,,"The system should prevent the submission of the form when the ""City"" field is left blank and should display an error message indicating that the ""City"" must not be blank.",,,,,0|i0005r:,,NNB Sprint 1,,,,,,,,,,Unit,"Leave the ""City"" field blank.",Pass,,,,10005,New Customer,Done
NC11 - Verify Customer City - Special character are not allowed,NNB-26,10025,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 11:25 AM,18/Sep/23 9:54 PM,26/Sep/23 8:22 AM,14/Sep/23 6:18 PM,,0,"This test case aims to verify that the system correctly validates and handles scenarios when special characters are entered in the ""City"" field during the creation or editing of a customer's information.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 2:03 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-070259.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10036,,,The system detect the presence of special characters in the City field and display an error message indicating that special characters are not allowed. ,,,,,,,,,,,NNB-6,New Customer,,,"   - The system should detect the presence of special characters in the City field.
   - An error message should be displayed, indicating that special characters are not allowed in the City field.
   - The customer information should not be created or updated if special characters are present.",,,,,0|i0005j:,,NNB Sprint 1,,,,,,,,,,Unit,"    1.In the customer information form, enter a city name that contains special characters (e.g., ""@TP_HCM"" or ""Long&An"").
    2. Fill in the other required customer information.
    3.Click the ""Save"" or ""Update"" button.",Pass,,,,10005,New Customer,Done
NC10 - Verify Customer Address - Special characters are not allowed,NNB-25,10024,Bug,Open,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 11:24 AM,18/Sep/23 9:54 PM,26/Sep/23 8:22 AM,,,0,"Verify that the customer form correctly validates and displays an error message when special characters are entered in the ""Address"" field.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,16/Sep/23 2:08 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230916-070809.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10085,,,-The system can't prevent the entry of a space as the first character and  allow the form to proceed with the incorrect data.,,,,,,,,,,,,,,,"-The system should prevent the entry of special characters and should not allow the form to proceed with the incorrect data.
- An error message should be displayed near the ""Address"" field, indicating that special characters are not allowed.",,,,,0|i0005b:,,,,,,,,,,,,Unit,"Enter an address with special characters in the ""Address"" field.",Fail,,,,,,To Do
