Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Atlas project key),Custom field (Atlas project status),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Level),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Total forms),Custom field ([CHART] Date of First Response),Comment,Parent,Parent summary,Status Category
"IP_FT11_Customer_If the source account does not have the necessary balance, system displays an error",NNB-162,10161,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,21/Sep/23 10:57 AM,22/Sep/23 9:44 AM,26/Sep/23 8:22 AM,,,0,"If the source account does not have the necessary balance, verify that the system displays an error.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,NNB-163,NNB-161,,,,,,,,,,,,,,,NNB-6,New Customer,,,The system should display an error message indicating that the source account does not have the necessary balance.,,,,,0|i000zb:,,,,,,,,,,,,Unit,Attempt to initiate a transaction from a source account with insufficient balance.,,,,,10005,New Customer,To Do
"IP_FT10_Customer_If these source and destination account numbers are same, system displays an error",NNB-161,10160,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,21/Sep/23 10:57 AM,22/Sep/23 9:42 AM,26/Sep/23 8:22 AM,,,0,"If the source and destination account numbers are the same, verify that the system displays an error.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,NNB-162,,,,,,,,,,,,,,,,NNB-6,New Customer,,,The system should display an error message indicating that the source and destination account numbers cannot be the same.,,,,,0|i000z3:,,,,,,,,,,,,Unit, Enter the same account number for both the source and destination accounts and attempt to initiate a transaction.,,,,,10005,New Customer,To Do
"IP_FT08_Manager_If the source account does not associated with manager, System displays an error",NNB-160,10159,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,21/Sep/23 10:56 AM,22/Sep/23 9:54 AM,26/Sep/23 8:22 AM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,NNB-159,,,,,,,,,,,,,,,,,,,,,,,,0|i000yv:,,,,,,,,,,,,,,,,,,,,To Do
"IP_FT07_Manager_If the source account does not have the necessary balance, system displays an error",NNB-159,10158,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,21/Sep/23 10:55 AM,22/Sep/23 9:54 AM,26/Sep/23 8:22 AM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,NNB-160,NNB-158,,,,,,,,,,,,,,,,,,,,,,,,0|i000yn:,,,,,,,,,,,,,,,,,,,,To Do
"IP_FT06_Manager_If these source and destination account numbers are same, system displays an error",NNB-158,10157,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,21/Sep/23 10:54 AM,22/Sep/23 9:54 AM,21/Sep/23 8:21 PM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,NNB-159,,,,,,,,,,,,,,,,,,,,,,,,,0|i000yf:,,,,,,,,,,,,,,,,,,,,To Do
"IP_BE49_Customer_If account no is invalid, System displays an error",NNB-157,10156,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,21/Sep/23 10:53 AM,22/Sep/23 10:34 AM,25/Sep/23 8:58 PM,22/Sep/23 10:34 AM,,0,"Verify that if the account no is invalid(characters besides numbers or blank) , System displays an error",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,21/Sep/23 8:39 PM;712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f;image (b9bac3d6-4790-4d1c-854d-cc7d80f2fc1d).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10109,21/Sep/23 8:40 PM;712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f;image (c6fa2f92-91d9-4339-80b2-5a1d85330c46).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10110,21/Sep/23 8:39 PM;712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f;image.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10106,"The system does display an error message indicating that the account no has words, special characters or left blank.",,,,,,,,,,,NNB-1,Balance Enquiry,,,The system should display an error message indicating that the account no is invalid.,,,,,0|i000y7:,,,,,,,,,,,,Integration,"1. Locate the account no field
2. Input invalid characters",Pass,,,,10000,Balance Enquiry,Done
"IP_BE48_Manager_If account no is invalid, System displays an error",NNB-156,10155,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,21/Sep/23 10:52 AM,22/Sep/23 10:33 AM,22/Sep/23 10:32 AM,22/Sep/23 10:33 AM,,0,"Verify that if the account no is invalid(characters besides numbers or blank) , System displays an error",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,21/Sep/23 8:40 PM;712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f;image (6d1233ec-4b67-42ef-8593-544530e76f10).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10111,21/Sep/23 8:39 PM;712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f;image (c84c4b79-6e60-4aec-9869-36f44e0b84f6).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10108,21/Sep/23 8:39 PM;712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f;image.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10107,"The system does display an error message indicating that the account no has words, special characters or left blank.",,,,,,,,,,,NNB-1,Balance Enquiry,,,The system should display an error message indicating that the account no is invalid.,,,,,0|i000xz:,,,,,,,,,,,,Integration,"1. Locate the account no field
2. Input invalid characters",Pass,,,,10000,Balance Enquiry,Done
"IP_MS46_Customer_If account no is invalid, System displays an error.",NNB-155,10154,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,21/Sep/23 10:52 AM,22/Sep/23 10:34 AM,25/Sep/23 8:58 PM,22/Sep/23 10:34 AM,,0,"Verify that if the account no is invalid(characters besides numbers or blank) , System displays an error",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,21/Sep/23 8:46 PM;712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f;image (2f8ee865-1173-487a-b4f3-a830871795f8).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10119,21/Sep/23 8:47 PM;712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f;image (7e39c467-f414-4032-993a-a6e5dc801637).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10122,21/Sep/23 8:45 PM;712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f;image.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10117,"The system does display an error message indicating that the account no has words, special characters or left blank.",,,,,,,,,,,NNB-3,Mini Statement,,,The system should display an error message indicating that the account no is invalid.,,,,,0|i000xr:,,,,,,,,,,,,Integration,"1. Locate the account no field
2. Input invalid characters",Pass,,,,10002,Mini Statement,Done
"IP_MS43_Manager_If account no is invalid, System displays an error",NNB-154,10153,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,21/Sep/23 10:52 AM,22/Sep/23 10:34 AM,22/Sep/23 8:18 PM,22/Sep/23 10:34 AM,,0,"Verify that if the account no is invalid(characters besides numbers or blank) , System displays an error",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,21/Sep/23 8:47 PM;712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f;image (315c6907-a5d6-479f-9894-ca5623edbc5d).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10121,21/Sep/23 8:46 PM;712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f;image (6d9ae8e8-1b10-4703-903c-76bf338bf0f3).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10120,21/Sep/23 8:45 PM;712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f;image.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10118,"The system does display an error message indicating that the account no has words, special characters or left blank.",,,,,,,,,,,NNB-3,Mini Statement,,,The system should display an error message indicating that the account no is invalid.,,,,,0|i000xj:,,,,,,,,,,,,Integration,"1. Locate the account no field
2. Input invalid characters",Pass,,,,10002,Mini Statement,Done
"IP_CS41_Customer_If account no is invalid, System displays an error",NNB-153,10152,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,21/Sep/23 10:51 AM,22/Sep/23 10:34 AM,25/Sep/23 8:58 PM,22/Sep/23 10:34 AM,,0,"Verify that if the account no is invalid(characters besides numbers or blank) , System displays an error",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,21/Sep/23 8:43 PM;712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f;image (46b5ed20-3e7a-4375-ab01-864122968510).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10116,21/Sep/23 8:41 PM;712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f;image (fbf69281-a740-4737-a17d-356ee9a73786).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10115,21/Sep/23 8:40 PM;712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f;image.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10112,"The system does display an error message indicating that the account no has words, special characters or left blank.",,,,,,,,,,,NNB-4,Customized Statement,,,The system should display an error message indicating that the account no is invalid.,,,,,0|i000xb:,,,,,,,,,,,,Integration,"1. Locate the account no field
2. Input invalid characters",Pass,,,,10003,Customized Statement,Done
"IP_CS39_Manager_If account no is invalid, System displays an error",NNB-152,10151,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,21/Sep/23 10:51 AM,21/Sep/23 1:09 PM,21/Sep/23 11:29 AM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000x3:,,,,,,,,,,,,,,,,,,,,To Do
"IP_CP38_Customer_If Old Password is invalid, System displays an error",NNB-151,10150,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,21/Sep/23 10:50 AM,21/Sep/23 1:09 PM,21/Sep/23 8:22 PM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000wv:,,,,,,,,,,,,,,,,,,,,To Do
"IP_CP37_Manager_If Old Password is invalid, System shows an error.",NNB-150,10149,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,21/Sep/23 10:50 AM,21/Sep/23 1:09 PM,21/Sep/23 11:29 AM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000wn:,,,,,,,,,,,,,,,,,,,,To Do
"IP_NC34_Manager_If same Email Id exist in the system, system shows an error.",NNB-149,10148,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,21/Sep/23 10:49 AM,21/Sep/23 1:08 PM,21/Sep/23 11:29 AM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000wf:,,,,,,,,,,,,,,,,,,,,To Do
"IP_NC33_Manager_If same Email Id exist in the system, system shows an error.",NNB-148,10147,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,21/Sep/23 10:48 AM,21/Sep/23 1:06 PM,21/Sep/23 8:22 PM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000w7:,,,,,,,,,,,,,,,,,,,,To Do
"IP_NA30_Manager_If Customer ID is invalid, system displays an error.",NNB-147,10146,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,21/Sep/23 10:47 AM,22/Sep/23 9:57 AM,21/Sep/23 11:29 AM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000vz:,,,,,,,,,,,,,,,,,,,,To Do
"IP_EA28_Manager_If Account Number is invalid, system displays an error.",NNB-146,10145,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,21/Sep/23 10:47 AM,22/Sep/23 9:57 AM,26/Sep/23 8:22 AM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000vr:,,,,,,,,,,,,,,,,,,,,To Do
"IP_DA26_Manager_If Account Number is invalid, system displays an error",NNB-145,10144,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,21/Sep/23 10:46 AM,22/Sep/23 9:57 AM,26/Sep/23 8:22 AM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000vj:,,,,,,,,,,,,,,,,,,,,To Do
"IP_DC23_Manager_If Customer Id is invalid, system displays an error.",NNB-144,10143,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,21/Sep/23 10:45 AM,21/Sep/23 12:53 PM,26/Sep/23 8:22 AM,21/Sep/23 12:53 PM,,0,To verify that the system displays an error when a manager attempts to delete a customer with an invalid Customer ID.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,21/Sep/23 12:49 PM;712020:3a386211-06ed-477f-801a-8c7478786c66;image-20230921-054923.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10094,,,The system detected the invalid Customer ID and display an error message on the screen.,,,,,,,,,,,NNB-12,Delete Customer,,,The system should detect the invalid Customer ID and display an error message on the screen.,,,,,0|i000vb:,,,,,,,,,,,,Unit,"    Enter an invalid Customer ID in the designated field for customer deletion. An invalid Customer ID could be one that does not exist in the system, contains special characters, or is in the wrong format.

    Click on the ""Delete"" or ""Submit"" button to initiate the customer deletion.",Pass,,,,10011,Delete Customer,Done
"IP_D21_Customer_If destination account number is invalid, system displays an error",NNB-143,10142,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,21/Sep/23 10:44 AM,21/Sep/23 12:46 PM,26/Sep/23 8:22 AM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000v3:,,,,,,,,,,,,,,,,,,,,To Do
"IP_D19_Manager_If destination account number is invalid, system displays an error",NNB-142,10141,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,21/Sep/23 10:43 AM,21/Sep/23 12:45 PM,26/Sep/23 8:22 AM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000uv:,,,,,,,,,,,,,,,,,,,,To Do
"IP_W16_Customer_If source account number is invalid, system displays an error",NNB-141,10140,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,21/Sep/23 10:42 AM,21/Sep/23 8:22 PM,21/Sep/23 8:22 PM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000un:,,,,,,,,,,,,,,,,,,,,To Do
"IP_W13_Manager_If source account number is invalid, system displays an error",NNB-140,10139,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,21/Sep/23 10:41 AM,22/Sep/23 9:52 AM,26/Sep/23 8:22 AM,,,0,"If the source account does not have the necessary balance, verify that the system displays an error.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,NNB-6,New Customer,,,The system should display an error message indicating that the source account does not have the necessary balance.,,,,,0|i000uf:,,,,,,,,,,,,Unit,"As a manager, attempt to initiate a transaction from a source account with insufficient balance.",,,,,10005,New Customer,To Do
"IP_FT09_Customer_If the destination account number is not valid, system displays an error",NNB-139,10138,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,21/Sep/23 10:41 AM,22/Sep/23 9:39 AM,26/Sep/23 8:22 AM,,,0,"If the destination account number is not valid, verify that the system displays an error.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,NNB-6,New Customer,,,The system should display an error message indicating that the destination account number is not valid.,,,,,0|i000u7:,,,,,,,,,,,,Unit,Enter an invalid destination account number and attempt to initiate a transaction.,Skip,,,,10005,New Customer,To Do
"IP_FT05_Manager_If these source and destination account numbers are invalid, system displays an error",NNB-138,10137,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,21/Sep/23 10:40 AM,22/Sep/23 9:53 AM,26/Sep/23 8:22 AM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000tz:,,,,,,,,,,,,,,,,,,,,To Do
IP_ BE04_Customer_Account number entered should exist in database,NNB-136,10135,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,21/Sep/23 10:38 AM,22/Sep/23 9:53 AM,22/Sep/23 8:17 PM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000tr:,,,,,,,,,,,,,,,,,,,,To Do
